id,start_datetime,end_datetime,run_length,avg_cell_value,tags
31,2010-12-06 00:00:00,2010-12-06 05:40:00,69,0.6845703125,snow
32,2010-12-06 05:55:00,2010-12-06 12:00:00,74,1.8984375,snow
33,2010-12-06 12:15:00,2010-12-06 23:55:00,141,2.0703125,snow
34,2010-12-07 00:00:00,2010-12-07 20:40:00,249,0.5029296875,rain snow
35,2010-12-07 20:55:00,2010-12-07 23:55:00,37,1.177734375,rain snow
36,2010-12-08 00:00:00,2010-12-08 15:40:00,189,1.1220703125,rain snow
37,2010-12-09 00:00:00,2010-12-09 07:25:00,90,0.986328125,rain
38,2010-12-10 00:00:00,2010-12-10 10:15:00,124,0.83056640625,snow
39,2010-12-10 15:05:00,2010-12-10 23:55:00,107,0.5869140625,snow
40,2010-12-11 00:00:00,2010-12-11 08:30:00,103,1.720703125,
41,2010-12-21 12:10:00,2010-12-21 23:55:00,142,1.3916015625,rain snow
42,2010-12-22 00:00:00,2010-12-22 03:25:00,42,3.146484375,rain snow
43,2010-12-22 05:45:00,2010-12-22 23:55:00,219,1.6396484375,rain snow
44,2010-12-23 00:00:00,2010-12-23 02:30:00,31,1.7587890625,rain snow
45,2010-12-23 02:45:00,2010-12-23 23:55:00,255,4.2265625,rain snow
46,2010-12-24 00:00:00,2010-12-24 23:55:00,288,2.115234375,rain
47,2010-12-25 00:00:00,2010-12-25 23:55:00,288,1.439453125,rain snow
48,2011-01-10 00:00:00,2011-01-10 23:55:00,288,1.3837890625,rain snow
49,2011-01-11 00:00:00,2011-01-11 16:35:00,200,0.591796875,rain
50,2011-01-13 00:00:00,2011-01-13 09:55:00,120,1.61328125,
51,2011-01-19 10:40:00,2011-01-19 19:05:00,102,0.5302734375,rain snow
52,2011-02-15 19:05:00,2011-02-15 23:55:00,59,2.443359375,rain snow
53,2011-02-16 00:35:00,2011-02-16 03:30:00,36,2.095703125,rain snow
54,2011-02-16 03:45:00,2011-02-16 18:40:00,180,1.94921875,rain snow
55,2011-02-16 21:35:00,2011-02-16 23:55:00,29,1.3671875,rain snow
56,2011-02-17 00:10:00,2011-02-17 02:35:00,30,1.60546875,rain
57,2011-02-17 04:35:00,2011-02-17 07:25:00,35,1.6103515625,rain
58,2011-02-27 00:00:00,2011-02-27 23:55:00,288,1.578125,rain snow
59,2011-02-28 00:00:00,2011-02-28 10:25:00,126,1.3603515625,rain
60,2011-02-28 10:45:00,2011-02-28 23:55:00,159,0.50390625,rain
61,2011-03-03 00:00:00,2011-03-03 16:45:00,202,1.16796875,rain snow
62,2011-03-13 00:00:00,2011-03-13 23:55:00,288,1.9697265625,rain snow
63,2011-03-16 00:00:00,2011-03-16 10:05:00,122,4.54296875,rain snow
64,2011-03-16 10:25:00,2011-03-16 23:55:00,163,4.4921875,rain snow
65,2011-03-17 00:00:00,2011-03-17 09:50:00,119,2.240234375,rain snow
66,2011-03-17 10:10:00,2011-03-17 23:55:00,166,1.306640625,rain snow
67,2011-03-19 00:00:00,2011-03-19 20:35:00,248,0.6494140625,rain
68,2011-04-04 07:05:00,2011-04-04 13:45:00,81,1.724609375,storm downpour
69,2011-04-12 02:00:00,2011-04-12 12:30:00,127,0.86328125,storm downpour
70,2011-04-12 12:45:00,2011-04-12 23:55:00,135,4.80078125,storm downpour
71,2011-04-13 00:00:00,2011-04-13 09:05:00,110,0.73681640625,downpour
72,2011-04-15 00:00:00,2011-04-15 02:40:00,33,0.80078125,rain
73,2011-04-15 07:45:00,2011-04-15 23:55:00,195,1.0810546875,rain
74,2011-04-24 00:00:00,2011-04-24 23:55:00,288,1.4306640625,storm downpour
75,2011-04-25 00:00:00,2011-04-25 23:55:00,288,0.8486328125,storm downpour
76,2011-04-26 00:00:00,2011-04-26 23:55:00,288,2.099609375,storm downpour
77,2011-04-27 00:00:00,2011-04-27 08:55:00,108,2.404296875,rain storm downpour
78,2011-04-27 09:05:00,2011-04-27 20:05:00,133,2.529296875,rain storm downpour
79,2011-04-28 00:00:00,2011-04-28 23:55:00,288,1.9736328125,
80,2011-04-29 00:00:00,2011-04-29 12:55:00,156,1.513671875,downpour
81,2011-04-29 13:10:00,2011-04-29 20:00:00,83,1.1884765625,downpour
82,2011-05-01 12:35:00,2011-05-01 15:45:00,39,2.751953125,storm downpour
83,2011-05-02 11:35:00,2011-05-02 14:30:00,36,2.00390625,downpour
84,2011-05-12 00:00:00,2011-05-12 04:40:00,57,0.90869140625,downpour
85,2011-05-12 04:50:00,2011-05-12 23:55:00,230,1.3447265625,downpour
86,2011-05-14 00:00:00,2011-05-14 23:55:00,288,2.80859375,downpour
87,2011-05-15 00:00:00,2011-05-15 23:55:00,288,3.78125,rain
88,2011-05-20 00:00:00,2011-05-20 23:55:00,288,1.2236328125,storm downpour
89,2011-05-21 00:00:00,2011-05-21 23:55:00,288,1.15625,storm downpour
90,2011-05-22 00:00:00,2011-05-22 23:55:00,288,1.0908203125,storm downpour
91,2011-05-26 00:00:00,2011-05-26 23:55:00,288,0.85546875,storm downpour
92,2011-05-27 00:00:00,2011-05-27 23:55:00,288,5.80859375,hail storm snow
93,2011-05-28 00:00:00,2011-05-28 17:20:00,209,0.7255859375,rain
94,2011-05-31 11:40:00,2011-05-31 23:55:00,148,1.2275390625,rain
95,2011-06-01 00:00:00,2011-06-01 23:55:00,288,1.3212890625,storm downpour
96,2011-06-03 00:00:00,2011-06-03 15:00:00,181,0.87890625,rain
97,2011-06-03 15:10:00,2011-06-03 23:55:00,106,1.4931640625,rain
98,2011-06-04 00:00:00,2011-06-04 19:20:00,233,1.1728515625,storm downpour
99,2011-06-04 19:30:00,2011-06-04 23:55:00,54,3.560546875,storm downpour
100,2011-06-05 00:00:00,2011-06-05 20:30:00,247,2.51953125,downpour
101,2011-06-05 20:40:00,2011-06-05 23:55:00,40,2.939453125,downpour
102,2011-06-06 00:00:00,2011-06-06 10:15:00,124,1.37890625,storm downpour
103,2011-06-06 10:25:00,2011-06-06 18:50:00,102,3.595703125,storm downpour
104,2011-06-07 08:50:00,2011-06-07 15:30:00,81,6.30078125,rain
105,2011-06-08 10:25:00,2011-06-08 12:55:00,31,2.521484375,rain storm downpour
106,2011-06-08 13:05:00,2011-06-08 23:55:00,131,2.0859375,rain storm downpour
107,2011-06-09 00:00:00,2011-06-09 08:55:00,108,0.80078125,rain downpour
108,2011-06-09 09:05:00,2011-06-09 23:55:00,179,1.87890625,rain downpour
109,2011-06-10 00:00:00,2011-06-10 23:55:00,288,0.83544921875,storm downpour
110,2011-06-11 00:00:00,2011-06-11 23:55:00,288,1.9775390625,rain
111,2011-06-13 00:00:00,2011-06-13 23:55:00,288,1.353515625,downpour
112,2011-06-16 11:40:00,2011-06-16 23:55:00,148,1.5244140625,storm downpour
113,2011-06-17 00:00:00,2011-06-17 06:25:00,78,0.85693359375,storm downpour
114,2011-06-17 11:55:00,2011-06-17 18:45:00,83,0.6396484375,storm downpour
115,2011-06-17 18:55:00,2011-06-17 23:55:00,61,1.572265625,storm downpour
116,2011-06-18 00:00:00,2011-06-18 23:55:00,288,2.505859375,storm downpour
117,2011-06-22 12:35:00,2011-06-22 23:55:00,137,2.3203125,storm downpour
118,2011-06-23 00:00:00,2011-06-23 13:25:00,162,2.560546875,storm downpour
119,2011-06-23 13:35:00,2011-06-23 23:55:00,125,1.3740234375,storm downpour
120,2011-06-29 14:10:00,2011-06-29 16:40:00,31,1.6943359375,storm downpour
121,2011-06-29 16:50:00,2011-06-29 23:55:00,86,3.60546875,storm downpour
122,2011-06-30 00:00:00,2011-06-30 23:55:00,288,1.544921875,rain downpour
123,2011-07-01 00:00:00,2011-07-01 23:55:00,288,0.51904296875,downpour
124,2011-07-05 03:20:00,2011-07-05 05:35:00,28,1.5244140625,storm downpour
125,2011-07-06 15:05:00,2011-07-06 23:55:00,107,0.88916015625,downpour
126,2011-07-07 00:00:00,2011-07-07 21:10:00,255,2.251953125,rain storm downpour
127,2011-07-07 21:20:00,2011-07-07 23:55:00,32,1.521484375,rain storm downpour
128,2011-07-10 00:00:00,2011-07-10 23:55:00,288,1.3583984375,rain storm
129,2011-07-13 00:00:00,2011-07-13 14:20:00,173,1.9375,storm downpour
130,2011-07-13 14:30:00,2011-07-13 19:45:00,64,5.55859375,storm downpour
131,2011-07-15 00:00:00,2011-07-15 03:45:00,46,0.552734375,storm downpour
132,2011-07-15 03:55:00,2011-07-15 23:55:00,241,2.13671875,storm downpour
133,2011-07-17 00:00:00,2011-07-17 23:55:00,288,1.255859375,rain downpour
134,2011-07-18 00:00:00,2011-07-18 04:00:00,49,2.701171875,downpour
135,2011-07-18 04:10:00,2011-07-18 23:55:00,238,0.8828125,downpour
136,2011-07-19 00:00:00,2011-07-19 23:55:00,288,1.2314453125,rain
137,2011-07-20 00:00:00,2011-07-20 23:55:00,288,1.65625,rain snow
138,2011-07-21 13:05:00,2011-07-21 23:55:00,131,1.21484375,storm downpour
139,2011-07-22 00:00:00,2011-07-22 23:55:00,288,0.52197265625,downpour
140,2011-07-23 00:00:00,2011-07-23 23:55:00,288,2.8359375,downpour
141,2011-07-24 00:00:00,2011-07-24 23:55:00,288,1.80078125,rain
142,2011-07-27 00:00:00,2011-07-27 23:55:00,288,0.828125,storm downpour
143,2011-07-28 00:00:00,2011-07-28 23:55:00,288,1.1259765625,hail storm downpour
144,2011-07-30 13:35:00,2011-07-30 23:55:00,125,0.94775390625,downpour
145,2011-07-31 00:00:00,2011-07-31 23:55:00,288,0.53466796875,storm downpour
146,2011-08-01 13:25:00,2011-08-01 23:55:00,127,0.90478515625,storm downpour
147,2011-08-03 00:00:00,2011-08-03 23:55:00,288,1.9169921875,hail storm
148,2011-08-05 00:00:00,2011-08-05 23:55:00,288,2.439453125,rain downpour
149,2011-08-06 00:00:00,2011-08-06 23:55:00,288,1.30078125,
150,2011-08-07 00:00:00,2011-08-07 09:40:00,117,1.044921875,rain
151,2011-08-07 09:50:00,2011-08-07 23:55:00,170,2.771484375,rain
152,2011-08-08 00:00:00,2011-08-08 23:55:00,288,1.7490234375,rain
153,2011-08-15 00:00:00,2011-08-15 09:20:00,113,6.12109375,rain storm
154,2011-08-15 09:30:00,2011-08-15 11:50:00,29,4.71484375,rain storm
155,2011-08-19 11:25:00,2011-08-19 16:50:00,66,0.94384765625,storm
156,2011-08-19 17:00:00,2011-08-19 23:55:00,84,1.0595703125,storm
157,2011-09-02 08:40:00,2011-09-02 14:50:00,75,0.64599609375,storm downpour
158,2011-09-03 02:35:00,2011-09-03 23:35:00,253,0.6533203125,rain
159,2011-09-04 00:15:00,2011-09-04 23:55:00,285,3.359375,rain
160,2011-09-05 00:00:00,2011-09-05 09:40:00,117,2.16015625,downpour
161,2011-09-05 15:30:00,2011-09-05 23:55:00,102,2.26171875,downpour
162,2011-09-12 00:00:00,2011-09-12 07:35:00,92,2.6015625,storm downpour
163,2011-09-17 09:00:00,2011-09-17 15:40:00,81,0.828125,storm downpour
164,2011-09-17 15:50:00,2011-09-17 23:55:00,98,4.62890625,storm downpour
165,2011-09-18 00:00:00,2011-09-18 04:25:00,54,3.283203125,rain snow
166,2011-09-18 04:35:00,2011-09-18 23:55:00,233,5.59375,rain snow
167,2011-09-19 00:00:00,2011-09-19 23:55:00,288,3.890625,rain snow
168,2011-10-06 12:15:00,2011-10-06 23:55:00,141,1.6298828125,
169,2011-10-07 00:00:00,2011-10-07 04:40:00,57,7.19140625,rain storm
170,2011-10-07 08:15:00,2011-10-07 23:55:00,189,1.1240234375,rain storm
171,2011-10-10 00:00:00,2011-10-10 06:15:00,76,4.26171875,
172,2011-10-10 07:10:00,2011-10-10 18:50:00,141,1.3701171875,
173,2011-10-19 05:10:00,2011-10-19 19:55:00,178,0.587890625,rain snow
174,2011-10-20 00:00:00,2011-10-20 02:35:00,32,5.07421875,rain snow
175,2011-10-20 02:45:00,2011-10-20 23:55:00,255,1.5927734375,rain snow
176,2011-10-25 00:30:00,2011-10-25 07:05:00,80,0.63818359375,rain
177,2011-10-25 07:15:00,2011-10-25 09:50:00,32,2.89453125,rain
178,2011-10-25 10:00:00,2011-10-25 14:10:00,51,4.29296875,rain
179,2011-10-25 14:30:00,2011-10-25 22:00:00,91,5.5859375,rain
180,2011-10-26 02:00:00,2011-10-26 04:35:00,32,5.2734375,rain
181,2011-10-26 04:45:00,2011-10-26 08:15:00,43,4.13671875,rain
182,2011-11-04 08:50:00,2011-11-04 11:05:00,28,0.92626953125,rain snow
183,2011-11-04 14:25:00,2011-11-04 19:15:00,59,1.3466796875,rain snow
184,2011-11-04 19:25:00,2011-11-04 23:55:00,55,1.078125,rain snow
185,2011-11-05 00:00:00,2011-11-05 07:30:00,91,2.3828125,rain snow
186,2011-11-05 08:00:00,2011-11-05 11:00:00,37,1.6181640625,rain snow
187,2011-11-05 12:45:00,2011-11-05 23:55:00,135,1.125,rain snow
188,2011-11-06 00:00:00,2011-11-06 13:00:00,157,0.87890625,rain snow
189,2011-11-06 13:10:00,2011-11-06 18:50:00,69,2.71484375,rain snow
190,2011-11-06 19:00:00,2011-11-06 23:55:00,60,3.798828125,rain snow
191,2011-11-07 00:00:00,2011-11-07 09:00:00,109,1.78515625,rain snow
192,2011-11-07 09:40:00,2011-11-07 12:10:00,31,1.59375,rain snow
193,2011-11-07 15:00:00,2011-11-07 23:15:00,100,2.1484375,rain snow
194,2011-11-08 00:00:00,2011-11-08 15:45:00,190,2.056640625,rain
195,2011-12-03 00:00:00,2011-12-03 16:55:00,204,0.54443359375,rain snow
196,2011-12-07 07:40:00,2011-12-07 10:50:00,39,0.7060546875,snow
197,2011-12-07 16:25:00,2011-12-07 20:20:00,48,2.01171875,snow
198,2011-12-07 20:30:00,2011-12-07 23:55:00,42,1.322265625,snow
199,2011-12-12 11:40:00,2011-12-12 23:55:00,148,2.259765625,rain snow
200,2011-12-16 00:00:00,2011-12-16 23:55:00,288,1.5126953125,rain snow
201,2011-12-22 00:00:00,2011-12-22 23:55:00,288,0.8447265625,rain
202,2012-01-05 00:00:00,2012-01-05 23:55:00,288,1.27734375,rain
203,2012-01-06 00:00:00,2012-01-06 19:15:00,232,1.3837890625,rain
204,2012-01-20 00:00:00,2012-01-20 13:35:00,164,1.4111328125,rain snow
205,2012-01-20 13:45:00,2012-01-20 23:55:00,123,1.1474609375,rain snow
206,2012-01-21 00:00:00,2012-01-21 05:30:00,67,1.2294921875,
207,2012-03-04 00:00:00,2012-03-04 17:30:00,211,1.2841796875,rain snow
208,2012-03-05 08:10:00,2012-03-05 10:45:00,32,1.255859375,rain snow
209,2012-03-05 11:05:00,2012-03-05 13:10:00,26,1.662109375,rain snow
210,2012-03-05 13:45:00,2012-03-05 17:35:00,47,2.640625,rain snow
211,2012-03-18 16:05:00,2012-03-18 18:15:00,27,0.74658203125,downpour snow
212,2012-03-24 00:00:00,2012-03-24 15:20:00,185,0.80322265625,storm downpour
213,2012-03-24 15:35:00,2012-03-24 23:55:00,101,0.8154296875,storm downpour
214,2012-04-04 00:00:00,2012-04-04 23:55:00,288,1.12890625,rain snow
215,2012-04-05 00:00:00,2012-04-05 23:55:00,288,1.6640625,rain snow
216,2012-04-07 00:00:00,2012-04-07 23:55:00,288,1.0126953125,storm downpour
217,2012-04-11 00:00:00,2012-04-11 15:30:00,187,2.87890625,rain snow
218,2012-04-11 15:40:00,2012-04-11 23:55:00,100,2.244140625,rain snow
219,2012-04-14 00:00:00,2012-04-14 23:55:00,288,0.54736328125,rain
220,2012-04-15 00:00:00,2012-04-15 23:55:00,288,1.7763671875,rain snow
221,2012-04-18 18:35:00,2012-04-18 20:50:00,28,2.66796875,rain snow
222,2012-04-18 21:00:00,2012-04-18 23:10:00,27,1.8330078125,rain snow
223,2012-04-19 11:45:00,2012-04-19 15:10:00,42,0.662109375,rain
224,2012-04-20 19:50:00,2012-04-20 22:20:00,31,1.0419921875,rain
225,2012-04-22 02:45:00,2012-04-22 05:25:00,33,2.009765625,downpour snow
226,2012-04-23 04:45:00,2012-04-23 06:45:00,25,1.1533203125,rain
227,2012-04-24 00:40:00,2012-04-24 02:45:00,26,0.53759765625,rain snow
228,2012-05-05 00:00:00,2012-05-05 23:55:00,288,1.216796875,downpour
229,2012-05-06 00:00:00,2012-05-06 23:55:00,288,1.25390625,downpour
230,2012-05-12 00:00:00,2012-05-12 23:55:00,288,0.8154296875,hail storm downpour
231,2012-05-13 00:00:00,2012-05-13 23:55:00,288,1.087890625,rain
232,2012-05-15 00:00:00,2012-05-15 23:55:00,288,1.14453125,rain storm downpour snow
233,2012-05-16 00:00:00,2012-05-16 23:55:00,288,1.185546875,rain
234,2012-05-20 00:00:00,2012-05-20 23:55:00,288,2.0859375,rain
235,2012-05-21 00:00:00,2012-05-21 23:55:00,288,3.9453125,rain snow
236,2012-05-22 00:00:00,2012-05-22 23:55:00,288,0.81201171875,downpour
237,2012-05-24 00:00:00,2012-05-24 23:55:00,288,0.65625,downpour
238,2012-05-25 00:00:00,2012-05-25 23:55:00,288,0.56591796875,downpour
239,2012-05-27 00:00:00,2012-05-27 23:55:00,288,0.8896484375,downpour
240,2012-05-29 00:00:00,2012-05-29 23:55:00,288,0.625,storm downpour
241,2012-05-31 00:00:00,2012-05-31 23:55:00,288,0.501953125,downpour
242,2012-06-04 00:00:00,2012-06-04 23:55:00,288,3.048828125,rain
243,2012-06-08 00:00:00,2012-06-08 23:55:00,288,1.408203125,downpour
244,2012-06-09 00:00:00,2012-06-09 23:55:00,288,2.12109375,storm downpour
245,2012-06-10 00:00:00,2012-06-10 23:55:00,288,2.068359375,storm downpour
246,2012-06-11 00:00:00,2012-06-11 07:30:00,91,0.845703125,storm downpour
247,2012-06-11 07:50:00,2012-06-11 23:55:00,194,2.755859375,storm downpour
248,2012-06-12 00:00:00,2012-06-12 07:30:00,91,2.91796875,storm downpour
249,2012-06-12 07:45:00,2012-06-12 23:55:00,195,1.6640625,storm downpour
250,2012-06-13 00:00:00,2012-06-13 23:55:00,288,1.4091796875,storm downpour
251,2012-06-18 17:30:00,2012-06-18 23:55:00,78,1.7001953125,
252,2012-06-19 00:00:00,2012-06-19 06:20:00,77,0.5234375,downpour
253,2012-06-20 12:35:00,2012-06-20 15:55:00,41,3.107421875,downpour
254,2012-06-20 16:15:00,2012-06-20 23:55:00,93,0.50048828125,downpour
255,2012-06-21 07:50:00,2012-06-21 23:55:00,194,1.7880859375,storm downpour
256,2012-06-22 00:00:00,2012-06-22 09:05:00,110,0.6640625,downpour
257,2012-06-22 13:40:00,2012-06-22 23:55:00,124,0.7958984375,downpour
258,2012-06-23 00:00:00,2012-06-23 23:55:00,288,1.7255859375,storm
259,2012-06-25 00:10:00,2012-06-25 23:55:00,286,0.81494140625,downpour
260,2012-07-02 00:00:00,2012-07-02 13:30:00,163,1.3525390625,hail storm
261,2012-07-02 13:40:00,2012-07-02 23:55:00,124,5.23828125,hail storm
262,2012-07-03 00:00:00,2012-07-03 16:20:00,197,1.3408203125,storm downpour
263,2012-07-03 16:30:00,2012-07-03 23:55:00,90,1.2021484375,storm downpour
264,2012-07-04 00:00:00,2012-07-04 23:55:00,288,0.98779296875,downpour
265,2012-07-05 00:00:00,2012-07-05 23:55:00,288,1.3603515625,storm
266,2012-07-06 00:00:00,2012-07-06 23:55:00,288,3.337890625,storm
267,2012-07-09 00:00:00,2012-07-09 23:55:00,288,1.0888671875,storm
268,2012-07-10 00:00:00,2012-07-10 14:10:00,171,1.5849609375,storm downpour
269,2012-07-10 18:35:00,2012-07-10 22:50:00,52,3.306640625,storm downpour
270,2012-07-11 11:15:00,2012-07-11 16:45:00,67,2.869140625,storm
271,2012-07-11 18:55:00,2012-07-11 21:45:00,35,4.91796875,storm
272,2012-07-13 00:00:00,2012-07-13 03:55:00,48,0.572265625,storm downpour
273,2012-07-13 04:15:00,2012-07-13 08:30:00,52,5.578125,storm downpour
274,2012-07-13 10:55:00,2012-07-13 23:55:00,157,1.9228515625,storm downpour
275,2012-07-14 00:00:00,2012-07-14 05:25:00,66,0.71484375,storm downpour
276,2012-07-14 05:35:00,2012-07-14 12:00:00,78,0.9189453125,storm downpour
277,2012-07-14 12:10:00,2012-07-14 20:25:00,100,5.0859375,storm downpour
278,2012-07-15 00:55:00,2012-07-15 07:45:00,83,3.388671875,storm downpour
279,2012-07-15 08:00:00,2012-07-15 10:00:00,25,4.41796875,storm downpour
280,2012-07-15 10:10:00,2012-07-15 16:50:00,81,1.4189453125,storm downpour
281,2012-07-15 17:00:00,2012-07-15 19:10:00,27,2.048828125,storm downpour
282,2012-07-15 19:20:00,2012-07-15 23:55:00,56,2.25390625,storm downpour
283,2012-07-25 09:05:00,2012-07-25 13:10:00,50,1.705078125,storm downpour
284,2012-07-25 13:20:00,2012-07-25 15:45:00,30,2.7890625,storm downpour
285,2012-07-27 16:15:00,2012-07-27 21:15:00,61,1.7470703125,storm downpour
286,2012-07-28 07:20:00,2012-07-28 09:30:00,27,0.70654296875,storm downpour
287,2012-07-28 09:40:00,2012-07-28 11:40:00,25,3.990234375,storm downpour
288,2012-07-28 11:50:00,2012-07-28 17:55:00,74,2.41796875,storm downpour
289,2012-07-28 18:05:00,2012-07-28 23:55:00,71,2.240234375,storm downpour
290,2012-07-29 00:00:00,2012-07-29 07:15:00,88,1.2255859375,storm downpour
291,2012-07-29 09:40:00,2012-07-29 13:00:00,41,2.1796875,storm downpour
292,2012-07-29 13:45:00,2012-07-29 19:50:00,74,0.83984375,storm downpour
293,2012-07-29 20:00:00,2012-07-29 23:55:00,48,1.6708984375,storm downpour
294,2012-07-30 11:20:00,2012-07-30 15:20:00,49,1.298828125,storm downpour
295,2012-07-30 15:30:00,2012-07-30 20:45:00,64,2.123046875,storm downpour
296,2012-07-30 21:10:00,2012-07-30 23:55:00,34,1.9599609375,storm downpour
297,2012-07-31 00:00:00,2012-07-31 02:30:00,31,0.6015625,storm downpour
298,2012-07-31 12:20:00,2012-07-31 22:45:00,126,1.259765625,storm downpour
299,2012-08-01 17:15:00,2012-08-01 20:25:00,39,0.626953125,downpour
300,2012-08-02 14:10:00,2012-08-02 16:20:00,27,1.3134765625,storm downpour
301,2012-08-02 16:30:00,2012-08-02 23:55:00,90,2.01953125,storm downpour
302,2012-08-03 00:00:00,2012-08-03 03:00:00,37,1.533203125,storm downpour
303,2012-08-03 03:40:00,2012-08-03 06:35:00,36,1.4892578125,storm downpour
304,2012-08-03 12:25:00,2012-08-03 23:55:00,139,0.5712890625,storm downpour
305,2012-08-04 03:05:00,2012-08-04 21:35:00,223,1.357421875,storm downpour
306,2012-08-05 00:00:00,2012-08-05 03:00:00,37,3.0,storm downpour
307,2012-08-05 13:35:00,2012-08-05 17:15:00,45,0.69189453125,storm downpour
308,2012-08-05 17:25:00,2012-08-05 20:00:00,32,1.3671875,storm downpour
309,2012-08-09 13:55:00,2012-08-09 16:30:00,32,2.76171875,downpour
310,2012-08-09 18:05:00,2012-08-09 23:55:00,71,1.5869140625,downpour
311,2012-08-10 12:40:00,2012-08-10 18:45:00,74,1.2041015625,
312,2012-08-12 12:55:00,2012-08-12 23:55:00,133,0.79833984375,downpour
313,2012-08-14 00:00:00,2012-08-14 02:35:00,32,1.9384765625,storm downpour
314,2012-08-16 05:05:00,2012-08-16 09:40:00,56,1.4775390625,storm downpour
315,2012-08-16 10:40:00,2012-08-16 14:40:00,49,2.8515625,storm downpour
316,2012-08-23 00:00:00,2012-08-23 03:00:00,37,5.30078125,storm
317,2012-09-03 21:15:00,2012-09-03 23:15:00,25,1.033203125,rain
318,2012-09-04 06:55:00,2012-09-04 09:25:00,31,2.8125,rain downpour
319,2012-09-29 16:25:00,2012-09-29 19:35:00,39,5.078125,rain snow
320,2012-10-01 20:10:00,2012-10-01 23:45:00,44,1.0234375,rain
321,2012-10-26 12:15:00,2012-10-26 14:30:00,28,3.083984375,rain
322,2012-10-26 18:10:00,2012-10-26 20:10:00,25,3.046875,rain
323,2012-10-26 20:20:00,2012-10-26 23:55:00,44,1.6044921875,rain
324,2012-10-31 11:00:00,2012-10-31 23:55:00,156,1.029296875,rain snow
325,2012-11-01 00:00:00,2012-11-01 07:40:00,93,0.81298828125,rain
326,2012-11-04 21:45:00,2012-11-04 23:55:00,27,4.6171875,rain snow
327,2012-11-05 00:00:00,2012-11-05 03:55:00,48,3.138671875,rain snow
328,2012-11-05 04:05:00,2012-11-05 10:15:00,75,1.3349609375,rain snow
329,2012-11-10 00:00:00,2012-11-10 11:10:00,135,1.7451171875,rain snow
330,2012-11-10 11:20:00,2012-11-10 23:55:00,152,2.15625,rain snow
331,2012-11-11 00:00:00,2012-11-11 06:40:00,81,5.77734375,rain snow
332,2012-11-11 06:50:00,2012-11-11 22:35:00,190,2.46875,rain snow
333,2012-11-22 00:00:00,2012-11-22 23:55:00,288,0.5048828125,rain
334,2012-11-27 11:15:00,2012-11-27 23:55:00,153,2.34765625,rain
335,2012-11-28 00:00:00,2012-11-28 15:25:00,186,4.09375,rain snow
336,2012-11-28 15:35:00,2012-11-28 20:20:00,58,4.36328125,rain snow
337,2012-11-28 20:30:00,2012-11-28 23:55:00,42,2.986328125,rain snow
338,2012-11-29 00:00:00,2012-11-29 23:55:00,288,0.85888671875,rain snow
